OBJECTID,Shape_Leng,Latitude,Longitude,Projection_y_coordinate,Projection_x_coordinate,tas_annual_baseline_81_00_media,tas_annual_01_20_median,tas_annual_change_01_20_median,tas_annual_change_15_median,tas_annual_change_20_median,tas_annual_change_25_median,tas_annual_change_30_median,tas_annual_change_40_median,tas_annual_baseline_81_00_upper,tas_annual_01_20_upper,tas_annual_change_01_20_upper,tas_annual_change_15_upper,tas_annual_change_20_upper,tas_annual_change_25_upper,tas_annual_change_30_upper,tas_annual_change_40_upper,tas_annual_baseline_81_00_lower,tas_annual_01_20_lower,tas_annual_change_01_20_lower,tas_annual_change_15_lower,tas_annual_change_20_lower,tas_annual_change_25_lower,tas_annual_change_30_lower,tas_annual_change_40_lower,SHAPE_Length,SHAPE_Area,,Comments,
1160,48000,54.45811715,-7.71181212,522000,30000,9.014082303,9.682488607,0.668406304,0.91745984,1.440831964,1.73910691,2.123688526,2.793129663,9.020960829,9.91397895,0.893018121,1.210938172,1.526533177,1.877078838,2.353293057,3.167109013,9.012619358,9.57515842,0.562539063,0.815554781,1.120327923,1.570941763,1.910959098,2.647138284,48000,-144000000,,,
1161,48000,54.46671162,-7.52758407,522000,42000,8.685548503,9.356657986,0.671109484,0.919849731,1.461751535,1.753444656,2.146456292,2.832567442,8.689749349,9.579026693,0.889277344,1.207307271,1.544623455,1.899050409,2.360711392,3.211186911,8.683004557,9.25422526,0.571220703,0.836532066,1.125745649,1.568003421,1.942956659,2.693830915,48000,-144000000,,,
1162,48000,54.47502602,-7.34326062,522000,54000,8.39316786,9.055736762,0.662568902,0.918229877,1.462617265,1.754022753,2.147309273,2.842651083,8.397242839,9.290872396,0.893629557,1.209328445,1.542910828,1.913586051,2.35832982,3.208862486,8.390648329,8.957572157,0.566923828,0.83533818,1.117156731,1.564684839,1.956695033,2.703410657,48000,-144000000,,,
1163,48000,54.48306004,-7.15884488,522000,66000,8.322449544,8.979275716,0.656826172,0.913236116,1.462353851,1.754187386,2.147592748,2.846800841,8.327772895,9.214874132,0.887101237,1.202439236,1.551634063,1.908664435,2.368588661,3.218920227,8.320347222,8.896192491,0.575845269,0.841609546,1.121711516,1.567038484,1.975167307,2.702926975,48000,-144000000,,,
1164,48000,54.49081336,-6.97433997,522000,78000,8.451168891,9.105139974,0.653971083,0.921138225,1.466460426,1.762123688,2.158181269,2.861732171,8.456750217,9.329462891,0.872712674,1.198230588,1.572912404,1.903209635,2.373375031,3.239848865,8.449378798,9.032318793,0.582939996,0.856573402,1.123227849,1.567647492,1.974240581,2.721313606,48000,-144000000,,,
1165,48000,54.49828571,-6.78974898,522000,90000,8.913863661,9.556724175,0.642860514,0.916839451,1.455285877,1.756079114,2.151890746,2.857222933,8.917622613,9.777694227,0.860071615,1.188714839,1.578649011,1.886618588,2.360654297,3.240744538,8.912596029,9.492460938,0.579864909,0.858442538,1.103848276,1.553388414,1.959082445,2.712904679,48000,-144000000,,,
1166,48000,54.5054768,-6.60507501,522000,102000,9.321003147,9.966636827,0.645633681,0.921209801,1.457128958,1.763762737,2.158646247,2.851494864,9.327924262,10.19070204,0.862777778,1.195828063,1.573422361,1.877625041,2.368602224,3.225540365,9.316325955,9.904976128,0.588650174,0.852484189,1.103716828,1.564014654,1.970802021,2.709761181,48000,-144000000,,,
1167,48000,54.51238639,-6.42032108,522000,114000,9.52914822,10.16406196,0.634913737,0.910409691,1.463782733,1.769959568,2.163084362,2.867149936,9.533723958,10.3954579,0.861733941,1.189312686,1.576701492,1.874279824,2.363985615,3.241637163,9.527094184,10.10726997,0.580175781,0.854428013,1.113144635,1.585716146,1.992415261,2.714756841,48000,-144000000,,,
1168,48000,54.51901422,-6.23549037,522000,126000,9.172800564,9.801362305,0.62856174,0.905273153,1.468819754,1.777424717,2.170534526,2.882831437,9.176359592,10.03924045,0.862880859,1.192362145,1.581096799,1.87861354,2.36525835,3.249716849,9.170883247,9.753914931,0.583031684,0.835846561,1.122985853,1.602450138,1.99617265,2.703529059,48000,-144000000,,,
1169,48000,54.52536008,-6.05058599,522000,138000,9.014948459,9.658331163,0.643382704,0.91077492,1.485399771,1.78949096,2.181458863,2.900431044,9.017947591,9.884076606,0.866129015,1.196175389,1.590244709,1.897218089,2.374198573,3.279613405,9.012233073,9.601510417,0.589277344,0.852562521,1.125494275,1.615735884,2.013152979,2.73276052,48000,-144000000,,,
1170,48000,54.53142365,-5.86561112,522000,150000,9.069149034,9.693566081,0.624417046,0.892149884,1.456224863,1.743017785,2.123917462,2.859022701,9.072730577,9.931351997,0.858621419,1.178478784,1.549950914,1.879890408,2.327053726,3.204725736,9.067231445,9.637965495,0.570734049,0.843770849,1.101239537,1.598749044,1.98098346,2.688582899,48000,-144000000,,,
1171,48000,54.53720469,-5.68056906,522000,162000,9.430839301,10.03995768,0.609118381,0.897675704,1.432955988,1.723089968,2.027850607,2.797335896,9.442788628,10.31468099,0.871892361,1.20594215,1.531701131,1.877223256,2.311692192,3.107748739,9.425343967,10.00891493,0.583570964,0.77724692,1.086980045,1.596651682,1.91859623,2.538502501,48000,-144000000,,,
1172,48000,54.54270299,-5.495463,522000,174000,9.639346246,10.24812012,0.608773872,0.889136595,1.424989459,1.724944765,2.054773841,2.811740865,9.646762153,10.51752821,0.870766059,1.195324281,1.528370949,1.878989335,2.302903026,3.115982763,9.636758898,10.21128689,0.574527995,0.802520668,1.087824797,1.599616919,1.936146143,2.581183759,48000,-144000000,,,
1173,48000,54.58208323,-3.64159955,522000,294000,9.266385634,9.954082031,0.687696398,0.970695736,1.548810351,1.905776367,2.271597868,3.061505896,9.272404514,10.17040907,0.898004557,1.287341787,1.677102038,2.00489015,2.523670687,3.439279152,9.264329427,9.870275608,0.605946181,0.86976144,1.225177435,1.789346427,2.097304791,2.878246683,48000,-144000000,,,
1174,48000,54.58445802,-3.45600262,522000,306000,8.55951199,9.245597873,0.686085883,0.965383947,1.546823214,1.901318269,2.265920449,3.05545768,8.56663737,9.465788845,0.899151476,1.286340577,1.677515243,2.001443504,2.519768053,3.436116433,8.557956272,9.163426649,0.605470378,0.867100669,1.223971638,1.783100793,2.094152044,2.87066383,48000,-144000000,,,
1175,48000,54.58654876,-3.27037912,522000,318000,7.786667209,8.518709039,0.732041829,1.025827727,1.627486605,2.00294307,2.366192982,3.161679907,7.795419922,8.726892361,0.931472439,1.3390679,1.760338903,2.080954396,2.672657128,3.598966446,7.783837891,8.417954644,0.634116753,0.931141571,1.292699859,1.887263145,2.152876984,3.005029788,48000,-144000000,,,
1176,48000,54.58835533,-3.08473259,522000,330000,7.717835286,8.467416992,0.749581706,1.053955453,1.673362553,2.075199653,2.433031749,3.240002958,7.726984049,8.6771875,0.950203451,1.361538913,1.806965009,2.139752708,2.773298146,3.703873336,7.715895182,8.391131727,0.675236545,0.940848447,1.358787177,1.957052099,2.218925781,3.08003263,48000,-144000000,,,
1177,48000,54.58987727,-2.89906692,522000,342000,7.613996039,8.376328396,0.762332357,1.067420131,1.668714386,2.061337968,2.425561808,3.244215676,7.621946615,8.563453234,0.941506619,1.358720445,1.80388398,2.142991304,2.760667214,3.684421968,7.612133789,8.278649089,0.666515299,0.965234685,1.352944078,1.946813952,2.237725901,3.086965319,48000,-144000000,,,
1178,48000,54.59111485,-2.71338633,522000,354000,8.037498372,8.780272624,0.742774251,1.030354856,1.650405726,2.00673376,2.396371541,3.201230895,8.043218859,8.944836155,0.901617296,1.341441696,1.758246786,2.101536665,2.691057219,3.589909113,8.034000651,8.683308919,0.649308268,0.959729172,1.31612346,1.888225808,2.226676484,3.061595052,48000,-144000000,,,
1179,48000,54.59206753,-2.52769286,522000,366000,8.239515788,8.998269857,0.758754069,1.052497468,1.681416171,2.045538014,2.433127183,3.261917589,8.246853299,9.165698785,0.918845486,1.356662533,1.79936185,2.142901631,2.743379268,3.640730665,8.237540148,8.900889757,0.663349609,0.977274512,1.355350426,1.943838356,2.263748553,3.125140749,48000,-144000000,,,
1180,48000,54.59273503,-2.3419898,522000,378000,6.363382975,7.143907606,0.780524631,1.086455233,1.73944221,2.114680977,2.508586632,3.345993975,6.369825304,7.312528212,0.942702908,1.386813719,1.861728051,2.214758443,2.83581605,3.750340479,6.359468316,7.050167101,0.690698785,0.999715247,1.394410833,2.006085147,2.328895296,3.221634631,48000,-144000000,,,
1181,48000,54.59311772,-2.15628178,522000,390000,6.655293783,7.426062554,0.770768772,1.074458447,1.730378805,2.123606306,2.526368712,3.346274375,6.660963542,7.603037109,0.942073568,1.38313071,1.843775706,2.225941634,2.829436332,3.750168392,6.64984592,7.32351671,0.67367079,0.986111421,1.406657263,1.98417018,2.360176324,3.21072958,48000,-144000000,,,
1182,48000,54.59321572,-1.97057123,522000,402000,7.436971571,8.20338406,0.766412489,1.070960093,1.678341135,2.09165641,2.507285802,3.309538174,7.443662109,8.375213216,0.931551107,1.367467655,1.806055385,2.180388868,2.760234375,3.681252351,7.431009115,8.076950412,0.645941298,0.958031426,1.385773293,1.932671803,2.359318266,3.140315859,48000,-144000000,,,
1183,48000,54.59302921,-1.78486093,522000,414000,8.276576063,9.029193251,0.752617187,1.072126284,1.646120631,2.07797982,2.489881637,3.267563451,8.283893229,9.215093316,0.931200087,1.358190337,1.792019469,2.146644655,2.707552936,3.64949149,8.273232964,8.900959201,0.627726237,0.93629578,1.338701534,1.898872251,2.321628741,3.087325045,48000,-144000000,,,
1184,48000,54.59255796,-1.59915369,522000,426000,8.749697808,9.492936198,0.74323839,1.081879999,1.637716743,2.066848571,2.468567747,3.252525254,8.75612793,9.69313151,0.937003581,1.34890036,1.787381314,2.128194083,2.690958116,3.62507828,8.747388238,9.371015625,0.623627387,0.936417101,1.302862672,1.890921689,2.312803923,3.071277798,48000,-144000000,,,
1185,48000,54.59180193,-1.41345485,522000,438000,8.774134386,9.507864041,0.733729655,1.068867381,1.648422089,2.053557659,2.428118231,3.248086648,8.782048069,9.725424262,0.943376194,1.342725281,1.79966647,2.13158092,2.700621538,3.619967577,8.772835286,9.410340712,0.637505425,0.926918584,1.284103991,1.876749287,2.288543475,3.059969799,48000,-144000000,,,
1186,48000,54.59076084,-1.22776651,522000,450000,9.632747396,10.36475532,0.732007921,1.077556449,1.650470533,2.052555649,2.428454809,3.254038086,9.638704427,10.58592882,0.947224392,1.335175471,1.793601397,2.150524089,2.709978195,3.648109034,9.631680773,10.2748112,0.643130425,0.934360842,1.306604611,1.882685547,2.300896112,3.07520699,48000,-144000000,,,
1187,48000,54.58943489,-1.04209079,522000,462000,9.298256836,10.01891439,0.720657552,1.071757606,1.627307219,2.025765336,2.40639868,3.22085488,9.3031977,10.25107422,0.947876519,1.308167059,1.78213862,2.13365255,2.67349599,3.624704344,9.295060764,9.949198134,0.65413737,0.924164755,1.321582858,1.877205016,2.281628999,3.039634745,48000,-144000000,,,
1188,48000,54.5878238,-0.85643197,522000,474000,8.863859049,9.592711589,0.728852539,1.082655113,1.644903067,2.043211961,2.434164936,3.249156397,8.868977865,9.827907986,0.958930122,1.324627149,1.7976841,2.159741288,2.699003235,3.662580037,8.860902235,9.517105035,0.656202799,0.938143963,1.337213412,1.894184183,2.303483745,3.075112796,48000,-144000000,,,
1189,48000,54.58592811,-0.67079252,522000,486000,8.960080295,9.690211046,0.730130751,1.079751196,1.639958729,2.027824965,2.406472866,3.237330975,8.967272135,9.925069444,0.957797309,1.31392219,1.796561234,2.145401269,2.673228443,3.636712446,8.957719184,9.612537977,0.654818793,0.932237155,1.330344768,1.875461155,2.278651259,3.053598555,48000,-144000000,,,
1190,48000,54.54732382,-8.09596053,534000,6000,8.910326877,9.553955078,0.643628201,0.902140726,1.393115531,1.690685518,2.067190536,2.692646123,8.918230252,9.817464193,0.899233941,1.190932901,1.490839275,1.840429636,2.285709067,3.069738421,8.908213976,9.446054688,0.537840712,0.790772234,1.08421813,1.534968378,1.828547299,2.537787957,48000,-144000000,,,
1191,48000,54.55651352,-7.91145535,534000,18000,8.936306424,9.583013238,0.646706814,0.905749886,1.41860929,1.711380828,2.091342218,2.728879769,8.942472873,9.850270182,0.907797309,1.209928334,1.518303261,1.856585286,2.332038329,3.101863891,8.933097331,9.483919271,0.55082194,0.793576027,1.101208432,1.562869311,1.853458478,2.569883329,48000,-144000000,,,
1192,48000,54.56542273,-7.72684774,534000,30000,8.62277615,9.28554145,0.662765299,0.906318024,1.433519461,1.733024192,2.123519461,2.773684185,8.631023763,9.520339627,0.889315864,1.201313347,1.527056387,1.871128782,2.356394598,3.154634977,8.620449219,9.180500217,0.560050998,0.821119766,1.114033952,1.564662259,1.89407813,2.620825609,48000,-144000000,,,
1193,48000,54.5740511,-7.54214077,534000,42000,8.326267904,8.991721463,0.665453559,0.907985982,1.453685761,1.74996117,2.142852415,2.808031361,8.330078125,9.213972439,0.883894314,1.19515098,1.535282919,1.884189711,2.365719246,3.196059338,8.323765734,8.899792752,0.576027018,0.841620887,1.123988354,1.565367735,1.924161965,2.661345744,48000,-144000000,,,
1194,48000,54.58239832,-7.35733756,534000,54000,8.585639648,9.246391059,0.660751411,0.904938965,1.452482032,1.745835413,2.142104324,2.827118146,8.592122938,9.471148003,0.879025065,1.20113816,1.54294772,1.887901347,2.370265635,3.204008014,8.583480903,9.150904948,0.567424045,0.831197787,1.11728048,1.565971163,1.940110987,2.688110326,48000,-144000000,,,
1195,48000,54.59046407,-7.17244123,534000,66000,8.475998535,9.129502496,0.653503961,0.901420563,1.456646619,1.751120554,2.146757541,2.834972809,8.482027995,9.364752604,0.882724609,1.203661231,1.54846597,1.900552765,2.370798766,3.212757471,8.473713108,9.037856445,0.564143338,0.833899791,1.116339647,1.567403015,1.957901036,2.696930313,48000,-144000000,,,
1196,48000,54.59824802,-6.98745492,534000,78000,8.301412218,8.953961317,0.652549099,0.904968262,1.464185281,1.753002878,2.14495373,2.843652189,8.306108941,9.184756944,0.878648003,1.193062919,1.55184312,1.905793367,2.37023143,3.216899698,8.298873698,8.870008681,0.571134983,0.846462157,1.117543377,1.567552678,1.970483476,2.692525577,48000,-144000000,,,
1197,48000,54.6057499,-6.80238176,534000,90000,8.839432237,9.49389974,0.654467502,0.914457,1.450931015,1.740093923,2.13101507,2.842550352,8.843882921,9.709583333,0.865700412,1.185854105,1.558546162,1.891845755,2.365884771,3.192117797,8.8377398,9.404229601,0.5664898,0.838724113,1.108963733,1.563382549,1.969787223,2.686410564,48000,-144000000,,,
1198,48000,54.61296942,-6.61722492,534000,102000,9.175633138,9.833174371,0.657541233,0.927542189,1.445387137,1.753171167,2.122939376,2.835050017,9.17913303,10.0571582,0.878025174,1.195896422,1.562165695,1.890521712,2.367509094,3.158068576,9.173416884,9.765948351,0.592531467,0.830637607,1.111568339,1.573392495,1.966761016,2.66804269,48000,-144000000,,,
1199,48000,54.61990628,-6.43198757,534000,114000,9.589250217,10.23557943,0.64632921,0.914071051,1.458149311,1.763574038,2.137254723,2.854635985,9.592277561,10.47070964,0.878432075,1.203716828,1.566327402,1.888003989,2.371027199,3.177528212,9.586200087,10.17269965,0.586499566,0.841770162,1.119332217,1.597523355,1.975806517,2.689318938,48000,-144000000,,,
1200,48000,54.62656024,-6.24667285,534000,126000,9.269089627,9.900815972,0.631726345,0.909823754,1.472727968,1.786432421,2.171473964,2.886924862,9.271921658,10.13915907,0.867237413,1.190408244,1.586578001,1.884349992,2.370133567,3.235907066,9.266067708,9.856538628,0.59047092,0.831589885,1.140063037,1.617148437,1.994021164,2.69562655,48000,-144000000,,,
1201,48000,54.63293105,-6.06128384,534000,138000,8.353293457,9.000673286,0.647379829,0.913972633,1.492337485,1.803606332,2.189831194,2.884728694,8.35843316,9.241618924,0.883185764,1.204940554,1.592572984,1.90764806,2.379901827,3.258607598,8.35070421,8.949168837,0.598464627,0.863130632,1.13363382,1.620006381,2.004750692,2.744944868,48000,-144000000,,,
1202,48000,54.63901853,-5.87582368,534000,150000,9.493634983,10.12127116,0.627636176,0.899041264,1.466095326,1.770815146,2.144182891,2.856347424,9.496493056,10.38523438,0.888741319,1.192066644,1.55838769,1.90169896,2.34792018,3.195138062,9.491031901,10.08032227,0.589290365,0.860796648,1.126101862,1.607242322,1.983732846,2.696217345,48000,-144000000,,,
1203,48000,54.64482243,-5.69029561,534000,162000,9.404021267,10.01760851,0.61358724,0.882387618,1.44313027,1.733707992,2.089321935,2.829327774,9.407424045,10.27530707,0.86788303,1.178845693,1.529333974,1.880055804,2.31666863,3.144660632,9.401571181,9.976509332,0.574938151,0.832424355,1.103873801,1.596579034,1.953300678,2.623768084,48000,-144000000,,,
1204,48000,54.65034249,-5.50470281,534000,174000,9.621843533,10.22714084,0.605297309,0.877705336,1.420616449,1.705445886,2.037466234,2.800549226,9.626736111,10.48665256,0.85991645,1.172171586,1.519778956,1.86728464,2.290841704,3.103265904,9.620642361,10.19076606,0.570123698,0.809598318,1.091706091,1.585745391,1.923815673,2.549510582,48000,-144000000,,,
1205,48000,54.6736763,-4.57589027,534000,234000,8.773232422,9.414461263,0.641228841,0.918127028,1.474375633,1.789865891,2.201625189,2.952186234,8.778037652,9.62343316,0.845395508,1.195792307,1.590201849,1.897290142,2.377546451,3.255849764,8.768313802,9.366255425,0.597941623,0.820078228,1.145062521,1.670079262,1.987443473,2.71838862,48000,-144000000,,,
1206,48000,54.67748712,-4.38998,534000,246000,8.983117405,9.624383138,0.641265734,0.919286774,1.475097217,1.790046735,2.20730554,2.960652902,8.987922092,9.83469401,0.846771918,1.1969802,1.590579065,1.903642966,2.378043,3.266252506,8.978198785,9.578242188,0.600043403,0.821626829,1.143113013,1.675462808,1.988415385,2.724127656,48000,-144000000,,,
1207,48000,54.68987821,-3.64595015,534000,294000,9.704539931,10.38827799,0.683738064,0.962745794,1.545967856,1.898932111,2.271804677,3.057756076,9.710136719,10.60286024,0.892723524,1.283841559,1.669366939,1.998646247,2.511186394,3.421182467,9.702706163,10.30404514,0.601338976,0.86427321,1.219673239,1.776504526,2.099923322,2.866852575,48000,-144000000,,,
1208,48000,54.6922628,-3.45986014,534000,306000,9.116535916,9.79867079,0.682134874,0.960879965,1.545362413,1.897244337,2.275964265,3.059381071,9.120603299,10.00933051,0.888727214,1.282073206,1.665014519,1.996667545,2.505116981,3.410620866,9.114371745,9.719902344,0.605530599,0.862274099,1.216634166,1.771841311,2.10400401,2.864156953,48000,-144000000,,,
1209,48000,54.69436225,-3.27374555,534000,318000,8.566856011,9.280827908,0.713971897,0.996317571,1.584481298,1.942171831,2.321263098,3.120499003,8.573271484,9.480405816,0.907134332,1.31568194,1.708435511,2.04285288,2.573986571,3.487635711,8.56190701,9.190253906,0.628346897,0.901297485,1.258953528,1.838389912,2.140386388,2.955792772,48000,-144000000,,,
1210,48000,54.6961761,-3.08760816,534000,330000,7.269720866,8.007730849,0.738009983,1.028007761,1.617256402,1.983095858,2.364450877,3.173861,7.278068576,8.200524631,0.922456055,1.331247003,1.747448873,2.092307994,2.633533865,3.5507565,7.26847168,7.90070421,0.63223253,0.930534991,1.310874695,1.89527088,2.177664724,3.010146536,48000,-144000000,,,
1211,48000,54.69770413,-2.90145104,534000,342000,8.058486057,8.799891493,0.741405436,1.037815807,1.620754498,1.979718954,2.367179517,3.177430607,8.065508898,8.976509332,0.911000434,1.325500966,1.74225387,2.084463201,2.634596018,3.545862501,8.056889106,8.699259983,0.642370877,0.932765765,1.306544054,1.886569475,2.198439334,3.019155893,48000,-144000000,,,
1212,48000,54.69894644,-2.71527841,534000,354000,8.524134657,9.261224501,0.737089844,1.029873693,1.633645807,1.983368676,2.376507898,3.190840025,8.530160048,9.438463542,0.908303494,1.330236493,1.746860016,2.092819269,2.657273479,3.543769015,8.52226454,9.169494358,0.647229818,0.955215283,1.315460354,1.889803112,2.219071646,3.037402085,48000,-144000000,,,
1213,48000,54.69990247,-2.52909285,534000,366000,6.378293728,7.128349609,0.750055881,1.059635313,1.695630606,2.051694543,2.43303977,3.276247933,6.385953776,7.334211155,0.948257378,1.350329964,1.81771102,2.165648768,2.759249339,3.657873884,6.375921766,7.043542752,0.667620985,0.978042586,1.387253173,1.977837353,2.270725653,3.126945685,48000,-144000000,,,
1214,48000,54.70057244,-2.34289777,534000,378000,5.288847114,6.05537245,0.766525336,1.099437133,1.755668196,2.131664962,2.523376788,3.387362584,5.295658637,6.278795573,0.983136936,1.373449746,1.897281229,2.2468603,2.879517557,3.804332062,5.283519965,5.97140625,0.687886285,0.985071485,1.420922774,2.007194501,2.3255956,3.226619699,48000,-144000000,,,
1215,48000,54.70095676,-2.15669748,534000,390000,6.440166558,7.202128635,0.761962077,1.07721907,1.745660433,2.126538654,2.522501653,3.38931753,6.448595378,7.416831597,0.96823622,1.370311131,1.862348839,2.243007399,2.855850281,3.784345238,6.434404297,7.110926649,0.676522352,0.980493448,1.42202939,1.9721929,2.356039884,3.212169958,48000,-144000000,,,
1216,48000,54.70105532,-1.97049464,534000,402000,7.177198622,7.944799805,0.767601183,1.068053463,1.685810508,2.089635727,2.504380722,3.332316287,7.184537218,8.129212782,0.944675564,1.36279284,1.82327939,2.198776197,2.778015951,3.695307824,7.173092448,7.828346897,0.655254449,0.964552228,1.403223586,1.92389527,2.356726371,3.140340789,48000,-144000000,,,
1217,48000,54.70086806,-1.78429204,534000,414000,8.143442925,8.891048991,0.747606066,1.066763005,1.654111264,2.075373703,2.480360023,3.270196888,8.14995497,9.089010959,0.93905599,1.351389483,1.787773515,2.151754557,2.716498429,3.639878472,8.139396701,8.771328668,0.631931966,0.928042741,1.340416512,1.895099,2.321486855,3.090912698,48000,-144000000,,,
1218,48000,54.70039492,-1.5980927,534000,426000,8.698638238,9.434724392,0.736086155,1.065660601,1.634759476,2.038836986,2.434090763,3.211783002,8.705111762,9.635602214,0.930490451,1.320405144,1.762794157,2.118654359,2.682741867,3.573708742,8.697109375,9.322942708,0.625833333,0.937129139,1.295554315,1.874556801,2.294300802,3.065642697,48000,-144000000,,,
1219,48000,54.69963561,-1.41190194,534000,438000,8.56312934,9.281775174,0.718645833,1.047315319,1.629348416,2.006430599,2.379629203,3.18164906,8.569200846,9.5103852,0.941184353,1.304277809,1.756137566,2.112548518,2.665760401,3.54778,8.560812717,9.189470486,0.628657769,0.915381634,1.268250455,1.847374752,2.251079489,3.02103743,48000,-144000000,,,
1220,48000,54.69859025,-1.22572095,534000,450000,9.286350369,10.01028103,0.723930664,1.058261021,1.635729864,2.026271831,2.402582052,3.209423131,9.292216797,10.23613064,0.943913845,1.316944444,1.768121228,2.118730779,2.682079613,3.592233383,9.284582248,9.917129991,0.632547743,0.923052507,1.290417442,1.866201792,2.278405206,3.041258939,48000,-144000000,,,
1221,48000,54.66377913,-7.92707147,546000,18000,7.841604004,8.483551432,0.641947428,0.889516808,1.412376754,1.709449921,2.083863997,2.714445491,7.850765516,8.749774306,0.899008789,1.202334398,1.516184948,1.858055297,2.33417682,3.112827639,7.839525282,8.391053602,0.55152832,0.79737625,1.092545108,1.555661014,1.834573361,2.547166367,48000,-144000000,,,
1222,48000,54.67272354,-7.74198271,546000,30000,8.331455621,8.977724609,0.646268989,0.883303843,1.426067657,1.724386251,2.110711379,2.752216422,8.340343424,9.219061415,0.87871799,1.190915954,1.518640951,1.862086175,2.349056997,3.14663768,8.329218207,8.874976671,0.545758464,0.819825717,1.097052357,1.55131203,1.87397882,2.592237956,48000,-144000000,,,
1223,48000,54.68138601,-7.55679371,546000,42000,8.63105306,9.280111762,0.649058702,0.890371068,1.445617521,1.741417217,2.12997618,2.777353051,8.63730957,9.504391276,0.867081706,1.176694827,1.529901336,1.861567925,2.361252609,3.186551623,8.628623047,9.19281901,0.564195964,0.836912332,1.107096768,1.550797164,1.896495691,2.630225849,48000,-144000000,,,
1224,48000,54.68976623,-7.3715076,546000,54000,8.777827962,9.426235894,0.648407932,0.890665238,1.443887029,1.748765759,2.13731019,2.793856879,8.783938802,9.652439236,0.868500434,1.179570829,1.535899678,1.868774905,2.362625455,3.200973566,8.775762804,9.343624132,0.567861328,0.834043382,1.106716942,1.551101449,1.910919105,2.656285342,48000,-144000000,,,
1225,48000,54.69786386,-7.18612753,546000,66000,7.96574707,8.617530924,0.651783854,0.895460534,1.444885499,1.753576337,2.136288132,2.80621272,7.97179362,8.860202908,0.888409288,1.20172061,1.544828301,1.898494337,2.365592396,3.199635985,7.963474392,8.519053819,0.555579427,0.826296658,1.108501674,1.562823351,1.930718109,2.676567409,48000,-144000000,,,
1226,48000,54.70567861,-7.00065668,546000,78000,7.963527018,8.623453776,0.659926758,0.899425494,1.461059144,1.756214503,2.144994368,2.835340221,7.96742296,8.863758681,0.89633572,1.208908394,1.555290282,1.920167282,2.378091208,3.206293558,7.961076389,8.524224718,0.563148329,0.839368541,1.126866759,1.582209434,1.955472419,2.677065921,48000,-144000000,,,
1227,48000,54.71321017,-6.81509821,546000,90000,8.114060059,8.774200304,0.660140245,0.897631216,1.458189342,1.736249755,2.123829623,2.839924588,8.119178602,8.998342556,0.879163954,1.195478722,1.54962963,1.905995629,2.364848504,3.185452061,8.110417752,8.670732422,0.56031467,0.834690445,1.12035474,1.570439479,1.96469308,2.661258965,48000,-144000000,,,
1228,48000,54.72045826,-6.6294553,546000,102000,8.81757704,9.474881727,0.657304688,0.913027938,1.450051967,1.744935955,2.106769128,2.827257732,8.823146701,9.709798177,0.886651476,1.217694047,1.560793289,1.892452231,2.364219008,3.157229043,8.811918945,9.390792101,0.578873155,0.79890687,1.108121745,1.588221571,1.94955693,2.621769438,48000,-144000000,,,
1229,48000,54.7274226,-6.44373114,546000,114000,9.061976725,9.713978407,0.652001682,0.919004759,1.464103061,1.765656234,2.108935779,2.831642601,9.067785373,9.96578776,0.898002387,1.233806682,1.574623352,1.896878152,2.378204081,3.153906715,9.056403537,9.650050998,0.593647461,0.804297495,1.116403563,1.616991567,1.953610465,2.626829117,48000,-144000000,,,
1230,48000,54.73410292,-6.25792894,546000,126000,9.118706055,9.770329319,0.651623264,0.905060661,1.475679563,1.781125062,2.157853629,2.875261941,9.124307726,10.00063585,0.876328125,1.203736049,1.575888,1.898815001,2.382125548,3.213475426,9.11718099,9.696120877,0.578939887,0.857317398,1.12830538,1.614247013,1.988452071,2.735128038,48000,-144000000,,,
1231,48000,54.74049895,-6.0720519,546000,138000,8.673347168,9.316085069,0.642737901,0.89754671,1.482456481,1.791639915,2.169264865,2.879123703,8.679069553,9.553335503,0.874265951,1.195758412,1.574852276,1.901112455,2.369900716,3.231223622,8.671268446,9.266295573,0.595027127,0.854485341,1.125538401,1.610275091,1.995246104,2.737656431,48000,-144000000,,,
1232,48000,54.74661047,-5.88610324,546000,150000,8.55308865,9.175024957,0.621936306,0.880251788,1.4612415,1.757657361,2.123806811,2.842818029,8.557836372,9.428932292,0.87109592,1.179401765,1.540414884,1.885741671,2.335137313,3.168511905,8.550821398,9.132558594,0.581737196,0.845513961,1.109490896,1.59388553,1.965972248,2.666527054,48000,-144000000,,,
1233,48000,54.75243724,-5.70008609,546000,162000,9.172666016,9.776207682,0.603541667,0.872343233,1.426526305,1.694664636,2.047195431,2.803762659,9.176629774,10.01574002,0.839110243,1.137234003,1.507854766,1.857342923,2.279542721,3.098784257,9.167562934,9.729733073,0.562170139,0.797248574,1.096432292,1.57484034,1.929037388,2.560518767,48000,-144000000,,,
1234,48000,54.76820721,-5.14165622,546000,198000,9.05055013,9.67828776,0.62773763,0.882018733,1.45175758,1.759670436,2.141575611,2.873005939,9.05538954,9.885902778,0.830513238,1.160957445,1.55034283,1.852295439,2.33647864,3.187462798,9.048155924,9.61109158,0.562935655,0.798142981,1.154183692,1.593651827,1.951981337,2.635752521,48000,-144000000,,,
