OBJECTID,Shape_Leng,Latitude,Longitude,Projection_y_coordinate,Projection_x_coordinate,tas_annual_baseline_81_00_media,tas_annual_01_20_median,tas_annual_change_01_20_median,tas_annual_change_15_median,tas_annual_change_20_median,tas_annual_change_25_median,tas_annual_change_30_median,tas_annual_change_40_median,tas_annual_baseline_81_00_upper,tas_annual_01_20_upper,tas_annual_change_01_20_upper,tas_annual_change_15_upper,tas_annual_change_20_upper,tas_annual_change_25_upper,tas_annual_change_30_upper,tas_annual_change_40_upper,tas_annual_baseline_81_00_lower,tas_annual_01_20_lower,tas_annual_change_01_20_lower,tas_annual_change_15_lower,tas_annual_change_20_lower,tas_annual_change_25_lower,tas_annual_change_30_lower,tas_annual_change_40_lower,SHAPE_Length,SHAPE_Area,,Comments,
1235,48000,54.77289274,-4.95540036,546000,210000,9.165551215,9.79184082,0.626289605,0.883064804,1.459655413,1.765219727,2.150725085,2.875937009,9.171076389,10.01169054,0.840614149,1.170865317,1.562527695,1.864196945,2.341406818,3.196730427,9.164369575,9.730221354,0.56585178,0.808140191,1.148337105,1.613545904,1.955102875,2.655537058,48000,-144000000,,,
1236,48000,54.77729159,-4.76909228,546000,222000,9.144355469,9.777916667,0.633561198,0.895666672,1.472512556,1.781688187,2.176994693,2.907126917,9.150495877,9.999831814,0.849335937,1.190453869,1.585806103,1.880554109,2.363474392,3.22120112,9.143503689,9.725290799,0.581787109,0.822331763,1.144583075,1.651992394,1.971033193,2.696480241,48000,-144000000,,,
1237,48000,54.78140436,-4.58273469,546000,234000,8.87426161,9.515308702,0.641047092,0.915324668,1.470003669,1.789429589,2.187912714,2.931747982,8.878813477,9.719709201,0.840895725,1.19292421,1.589293749,1.888704944,2.376345176,3.233010654,8.870177951,9.462408854,0.592230903,0.816340784,1.149769733,1.657085658,1.985095176,2.704539362,48000,-144000000,,,
1238,48000,54.78523077,-4.39633226,546000,246000,8.966264377,9.60726671,0.641002333,0.922088423,1.476837823,1.793017307,2.221018338,2.981091477,8.971531033,9.822801649,0.851270616,1.199848374,1.592775323,1.918979234,2.380196656,3.294899993,8.960818142,9.566474609,0.605656467,0.825364842,1.138407454,1.678214002,1.990764793,2.737977482,48000,-144000000,,,
1239,48000,54.78877073,-4.20988755,546000,258000,9.064254015,9.715332574,0.651078559,0.913124716,1.488237356,1.810881929,2.22751842,3.000050133,9.070501302,9.93030816,0.859806858,1.219775287,1.617131981,1.932437066,2.413309823,3.315764199,9.061233724,9.656927083,0.595693359,0.850644015,1.150283513,1.693240896,2.009856719,2.777564071,48000,-144000000,,,
1240,48000,54.79202436,-4.02340347,546000,270000,8.916154514,9.578805339,0.662650825,0.917656211,1.497237271,1.826382249,2.238263876,3.024204928,8.922884115,9.789270833,0.866386719,1.232394619,1.631910756,1.944197875,2.442490648,3.34224103,8.914000651,9.503841146,0.589840495,0.869183279,1.162167504,1.708087643,2.035815171,2.808389421,48000,-144000000,,,
1241,48000,54.79499145,-3.83688284,546000,282000,8.847384983,9.512328559,0.664943576,0.922107851,1.499875514,1.83323321,2.246373388,3.038115105,8.853130425,9.720435113,0.867304687,1.236465025,1.635821759,1.949662724,2.456045955,3.356918041,8.844920247,9.434769965,0.589849718,0.875008681,1.162448924,1.708078678,2.048406989,2.82046379,48000,-144000000,,,
1242,48000,54.80006525,-3.4637435,546000,306000,9.307728407,9.991356337,0.68362793,0.96460227,1.537603443,1.89706127,2.28803928,3.076679403,9.313074002,10.19217556,0.879101562,1.278725353,1.664183511,1.996485305,2.501882906,3.411143043,9.306139323,9.923540582,0.617401259,0.869856667,1.206674934,1.76906436,2.109862713,2.878758371,48000,-144000000,,,
1243,48000,54.80217329,-3.27713432,546000,318000,8.946221517,9.633111437,0.68688992,0.968957855,1.540765723,1.91486372,2.302711214,3.088957442,8.950968424,9.824676649,0.873708225,1.286656772,1.664203714,2.005780475,2.485007234,3.434115255,8.941587457,9.565959201,0.624371745,0.852003271,1.202496383,1.765797268,2.128122959,2.880856817,48000,-144000000,,,
1244,48000,54.80399458,-3.09050244,546000,330000,8.590552843,9.306973199,0.716420356,1.000006007,1.558050427,1.945132301,2.333879085,3.12284035,8.595055339,9.479275174,0.884219835,1.307622768,1.683976935,2.036451926,2.517272342,3.48058015,8.587599284,9.219470486,0.631871202,0.878070333,1.23346845,1.793304346,2.15937128,2.931364811,48000,-144000000,,,
1245,48000,54.80552873,-2.90385045,546000,342000,8.673607042,9.396584744,0.722977702,1.014933811,1.573284492,1.950435526,2.335562931,3.123018211,8.678879123,9.565481771,0.886602648,1.306045077,1.698470517,2.04903682,2.547816427,3.488227462,8.67257704,9.309296875,0.636719835,0.910289094,1.259904101,1.823055142,2.174781643,2.963739769,48000,-144000000,,,
1246,48000,54.80677593,-2.71718238,546000,354000,8.127159017,8.86259847,0.735439453,1.03429632,1.625273657,1.986560524,2.373104255,3.178256513,8.133103299,9.047616102,0.914512804,1.324649032,1.742208736,2.089980727,2.640946361,3.530632595,8.12522678,8.776046549,0.65081977,0.947234778,1.309180256,1.885778925,2.214250966,3.029516343,48000,-144000000,,,
1247,48000,54.80773571,-2.53050164,546000,366000,6.417627767,7.167338053,0.749710286,1.059116263,1.697946429,2.062749979,2.453061859,3.291732029,6.425660807,7.380890842,0.955230035,1.353715174,1.825594928,2.172473183,2.769663835,3.676901765,6.414466688,7.079939236,0.665472548,0.966770575,1.375908487,1.970077453,2.277553117,3.13526021,48000,-144000000,,,
1248,48000,54.80840847,-2.34381158,546000,378000,6.170116645,6.92285753,0.752740885,1.06814488,1.728190208,2.102703476,2.504274269,3.355607561,6.178532986,7.139358181,0.960825195,1.36017914,1.860662512,2.218580677,2.831381448,3.746758433,6.164825304,6.842998047,0.678172743,0.964160647,1.400556976,1.970302838,2.316380053,3.187943483,48000,-144000000,,,
1249,48000,54.80879437,-2.15711566,546000,390000,6.584793023,7.339769423,0.7549764,1.062934067,1.720046684,2.099956106,2.504817786,3.356942933,6.592770182,7.548542752,0.955772569,1.363610388,1.845378948,2.2298221,2.809594236,3.73237346,6.581126845,7.250023872,0.668897027,0.966627578,1.402424536,1.935927683,2.338464162,3.166903315,48000,-144000000,,,
1250,48000,54.80889321,-1.97041718,546000,402000,7.255268012,8.014326714,0.759058702,1.058178349,1.679404206,2.077524194,2.484832292,3.313609819,7.264233398,8.20914605,0.944912652,1.356075976,1.818512912,2.18533136,2.75748003,3.668616976,7.250891385,7.909075521,0.658184136,0.951394521,1.384691685,1.901212694,2.335970052,3.116369564,48000,-144000000,,,
1251,48000,54.80870503,-1.78371909,546000,414000,8.090757378,8.836178928,0.745421549,1.056719654,1.654293336,2.064445064,2.459050228,3.269773427,8.096686198,9.034059245,0.937373047,1.342935991,1.782619461,2.142074549,2.716479053,3.61319739,8.085698785,8.723305664,0.637606879,0.915533492,1.339890253,1.888233145,2.313869719,3.081191561,48000,-144000000,,,
1252,48000,54.80822975,-1.59702482,546000,426000,8.808598904,9.543076172,0.734477268,1.057707016,1.637288799,2.039467916,2.421203407,3.219152612,8.814675564,9.743880208,0.929204644,1.327866934,1.761714591,2.117043599,2.682211578,3.569718915,8.807333984,9.433068576,0.625734592,0.930410544,1.299016669,1.882893803,2.298026672,3.060426665,48000,-144000000,,,
1253,48000,54.80746732,-1.41033797,546000,438000,8.700778266,9.416421984,0.715643717,1.042636112,1.626733683,1.990384024,2.363984814,3.176454497,8.703936089,9.646343316,0.942407227,1.292070829,1.743937769,2.108995226,2.655745081,3.52036665,8.697560764,9.317715929,0.620155165,0.912929274,1.274022585,1.840255224,2.245531762,3.004764385,48000,-144000000,,,
1254,48000,54.80641765,-1.22366157,546000,450000,9.233860135,9.953424479,0.719564345,1.044703983,1.62951128,1.99701593,2.370204665,3.182199952,9.237672526,10.18129449,0.943621962,1.299609065,1.74746843,2.110903863,2.6632008,3.525938482,9.231137153,9.85476237,0.623625217,0.914787171,1.274419953,1.843489273,2.250904948,3.011608435,48000,-144000000,,,
1255,48000,54.77103869,-7.94279192,558000,18000,8.0169477,8.652198351,0.635250651,0.870060712,1.409559074,1.706868825,2.071990444,2.695995422,8.026199544,8.909099392,0.882899848,1.191208096,1.504619683,1.850074663,2.322116015,3.118448454,8.013730469,8.564431424,0.550700955,0.795368355,1.079871083,1.538483435,1.823152747,2.53163489,48000,-144000000,,,
1256,48000,54.7800185,-7.75721886,558000,30000,8.316669108,8.949765625,0.633096517,0.869188187,1.422825417,1.716370959,2.091611121,2.732657012,8.325320095,9.195039063,0.869718967,1.179909603,1.504407707,1.848477725,2.329348803,3.137928654,8.314418403,8.853582899,0.539164497,0.813097925,1.08671304,1.539554889,1.860408296,2.569018581,48000,-144000000,,,
1257,48000,54.78871528,-7.57154466,558000,42000,8.86353814,9.495744358,0.632206217,0.873702502,1.427525357,1.724866201,2.102158009,2.739382156,8.869900174,9.724073351,0.854173177,1.164608109,1.512209124,1.838919865,2.339915597,3.161342593,8.860824653,9.403119575,0.542294922,0.816120489,1.077335664,1.522234804,1.877188792,2.596605334,48000,-144000000,,,
1258,48000,54.79712869,-7.38577247,558000,54000,8.621971842,9.261128472,0.63915663,0.880248158,1.430656157,1.738779542,2.113199676,2.755441417,8.627354601,9.495792101,0.8684375,1.173261693,1.525591776,1.853539264,2.34847124,3.184049996,8.620893555,9.167955729,0.547062174,0.818881758,1.083514359,1.5325905,1.889604906,2.629128302,48000,-144000000,,,
1259,48000,54.80525842,-7.1999055,558000,66000,7.919603678,8.55720893,0.637605252,0.885397807,1.429003932,1.741889416,2.106539688,2.767609747,7.92554796,8.816125217,0.890577257,1.197888662,1.536168129,1.888510561,2.350299867,3.169873047,7.917064345,8.460587565,0.54352322,0.811822865,1.089994006,1.544941923,1.899059451,2.644112052,48000,-144000000,,,
1260,48000,54.81310415,-7.01394691,558000,78000,7.361184896,8.012672255,0.651487359,0.891709837,1.452443215,1.757131955,2.133350953,2.809097687,7.366739366,8.268448893,0.901709527,1.21507084,1.556571026,1.925092748,2.376390594,3.195601594,7.35742947,7.917417535,0.559988064,0.830194021,1.121663308,1.583582538,1.93357781,2.654298167,48000,-144000000,,,
1261,48000,54.82066559,-6.82789991,558000,90000,8.016703559,8.660885145,0.644181586,0.886138509,1.452656211,1.739618559,2.120922296,2.822902457,8.019828016,8.903021918,0.883193902,1.193679057,1.54475883,1.909809312,2.361460633,3.182119942,8.011924913,8.580207248,0.568282335,0.833060335,1.107581639,1.565454076,1.953495422,2.641054222,48000,-144000000,,,
1262,48000,54.82794243,-6.64176771,558000,102000,9.020244141,9.66788954,0.647645399,0.899138248,1.447350441,1.724348002,2.101301127,2.828073537,9.026064453,9.896660156,0.870595703,1.192012029,1.551173503,1.881333421,2.353009853,3.135993252,9.016510959,9.576592882,0.560081923,0.828966135,1.098679522,1.567599,1.953074544,2.647042617,48000,-144000000,,,
1263,48000,54.83493441,-6.45555353,558000,114000,8.978245714,9.625845812,0.647600098,0.900354572,1.453944499,1.742404695,2.113998481,2.83556731,8.982503798,9.866579861,0.884076063,1.211276817,1.555871492,1.885531736,2.369412125,3.139014602,8.974932183,9.543168403,0.56823622,0.821823743,1.109420392,1.590416176,1.952530227,2.672926691,48000,-144000000,,,
1264,48000,54.84164126,-6.2692606,558000,126000,8.748231337,9.39409668,0.645865343,0.898905255,1.471634179,1.766222137,2.148473759,2.860729787,8.751651476,9.626438802,0.874787326,1.202244182,1.566101371,1.899939701,2.379325784,3.202944439,8.7448074,9.318006727,0.573199327,0.849337875,1.124971685,1.602963376,1.965803158,2.722114645,48000,-144000000,,,
1265,48000,54.8480627,-6.08289216,558000,138000,7.952967665,8.58423367,0.631266005,0.884682901,1.46521093,1.754760174,2.127005131,2.85096535,7.957899306,8.830169271,0.872269965,1.186272321,1.551730066,1.901838392,2.35742203,3.187516999,7.949331597,8.529921332,0.580589735,0.856028594,1.115363343,1.588480489,1.966077629,2.687556837,48000,-144000000,,,
1266,48000,54.8541985,-5.89645145,558000,150000,8.494737413,9.119058974,0.62432156,0.879003415,1.454792119,1.737019443,2.099972589,2.833221287,8.502167426,9.368887804,0.866720378,1.167700712,1.536495019,1.890695426,2.330694548,3.155239387,8.492333984,9.072246636,0.579912652,0.841029576,1.107259993,1.58153558,1.957255782,2.639738989,48000,-144000000,,,
1267,48000,54.86004842,-5.70994172,558000,162000,9.531889648,10.14691732,0.615027669,0.876868825,1.446035647,1.726763677,2.086701363,2.824846153,9.538470052,10.39553602,0.857065972,1.163157759,1.526937831,1.877081783,2.312959036,3.137851459,9.52983724,10.1040191,0.574181858,0.826027561,1.103843316,1.583995846,1.94910797,2.617471995,48000,-144000000,,,
1268,48000,54.87588039,-5.15003244,558000,198000,8.769386122,9.397657878,0.628271756,0.886016361,1.445274225,1.758947857,2.138293948,2.871140951,8.774654948,9.601465929,0.826810981,1.153664693,1.542383381,1.847945008,2.331048384,3.182037063,8.766176758,9.327390408,0.56121365,0.793757931,1.160481616,1.584845894,1.951615462,2.62374305,48000,-144000000,,,
1269,48000,54.88058374,-4.96328178,558000,210000,8.883240831,9.510173069,0.626932237,0.879406092,1.460401127,1.760692907,2.146217435,2.87564178,8.88835612,9.724585503,0.836229384,1.17127103,1.561596912,1.858448919,2.344158761,3.195134316,8.881706814,9.445003255,0.563296441,0.804343921,1.145277132,1.606104833,1.952498295,2.652734918,48000,-144000000,,,
1270,48000,54.8849996,-4.77647872,558000,222000,8.66768202,9.299219293,0.631537272,0.889380335,1.472235217,1.781064673,2.169532916,2.888935676,8.67405816,9.534067925,0.860009766,1.190278114,1.583991325,1.888577138,2.3637183,3.213677998,8.666153429,9.244698351,0.578544922,0.827893053,1.140518844,1.652768012,1.962273117,2.691297278,48000,-144000000,,,
1271,48000,54.88912877,-4.58962582,558000,234000,8.858021376,9.495497504,0.637476128,0.900143914,1.48431527,1.79911293,2.20288427,2.947477472,8.866522352,9.724140625,0.857618273,1.210326709,1.607648344,1.911329727,2.382029958,3.25204949,8.85620497,9.444122179,0.587917209,0.840926959,1.142302362,1.681576709,1.982066334,2.736156787,48000,-144000000,,,
1272,48000,54.89297083,-4.40272733,558000,246000,8.731100803,9.378388129,0.647287326,0.909803073,1.489246109,1.810133644,2.22346442,2.991584705,8.739699436,9.593943142,0.854243707,1.222530795,1.616155056,1.940947989,2.403314422,3.310310795,8.728621962,9.319051649,0.590429688,0.848213097,1.140258247,1.68136171,1.99959036,2.771725002,48000,-144000000,,,
1273,48000,54.89652517,-4.21578586,558000,258000,8.258300239,8.91845893,0.660158691,0.912380875,1.492418981,1.817869569,2.226031048,3.000317796,8.266236979,9.135091146,0.868854167,1.228885995,1.630845889,1.938845434,2.431706453,3.312598483,8.257560764,8.848092448,0.590531684,0.866416506,1.158081752,1.699945798,2.017150711,2.800253105,48000,-144000000,,,
1274,48000,54.89979205,-4.02880432,558000,270000,8.551436089,9.214234484,0.662798394,0.919720595,1.497439443,1.829299226,2.242869466,3.034945566,8.557875434,9.421270616,0.863395182,1.232310733,1.634980055,1.949966415,2.445462963,3.355195054,8.548247613,9.140157335,0.591909722,0.866523179,1.166079541,1.716891793,2.036801887,2.807300089,48000,-144000000,,,
1275,48000,54.90277114,-3.84178594,558000,282000,8.580899251,9.246434462,0.665535211,0.920012633,1.501769257,1.832386171,2.24398537,3.032901179,8.58655599,9.455362413,0.868806424,1.236018519,1.628634053,1.947522037,2.449066375,3.353563446,8.578243815,9.164822049,0.586578234,0.875711547,1.16072183,1.703782552,2.053083044,2.818064391,48000,-144000000,,,
1276,48000,54.90546227,-3.65473389,558000,294000,8.352616374,9.015057509,0.662441135,0.927458018,1.499632885,1.840882769,2.25325526,3.048656955,8.356235894,9.227141927,0.870906033,1.241248295,1.646825836,1.960579117,2.47649644,3.363382601,8.350515408,8.944127604,0.593612196,0.882497985,1.161262246,1.7053419,2.053393839,2.837019108,48000,-144000000,,,
1277,48000,54.90786588,-3.46765287,558000,306000,9.333787435,10.02445638,0.690668945,0.953499194,1.516510468,1.875060299,2.277142935,3.069268947,9.339035373,10.20393338,0.864898003,1.265891049,1.65695917,1.973235884,2.480462446,3.390208437,9.331920573,9.934646267,0.602725694,0.88221938,1.183190414,1.732768787,2.097677383,2.872542628,48000,-144000000,,,
1278,48000,54.90998224,-3.28054612,558000,318000,9.11929145,9.799031576,0.679740126,0.969137034,1.516953693,1.895824859,2.285929026,3.067984303,9.123226997,9.979129774,0.855902778,1.263295614,1.652182746,1.974799521,2.474449921,3.400426484,9.116885851,9.725501302,0.608615451,0.861752284,1.191632306,1.745848576,2.118271433,2.861149812,48000,-144000000,,,
1279,48000,54.91181082,-3.09341568,558000,330000,9.036453451,9.736677517,0.700224067,0.9973712,1.536757942,1.915010089,2.308871127,3.104463743,9.042325846,9.920256076,0.87793023,1.287542163,1.679802466,1.992017196,2.497650256,3.433675518,9.034543186,9.668331163,0.633787977,0.884150261,1.197193545,1.761648737,2.137418155,2.908000837,48000,-144000000,,,
1280,48000,54.91335106,-2.90626522,558000,342000,9.183452691,9.896742622,0.713289931,1.009118743,1.554571346,1.931988829,2.321149192,3.114211413,9.188359375,10.0717296,0.883370226,1.302089224,1.68021071,2.02192698,2.524139282,3.457056362,9.182072483,9.821043837,0.638971354,0.90749256,1.225770916,1.786280589,2.159028501,2.934029845,48000,-144000000,,,
1281,48000,54.91460311,-2.71909898,558000,354000,8.22455702,8.954407552,0.729850532,1.029091474,1.606950709,1.981308671,2.370932049,3.173352839,8.229978841,9.137289497,0.907310655,1.324410342,1.722958545,2.066160843,2.618279002,3.519087431,8.222796766,8.871515842,0.648719076,0.942407847,1.2821171,1.857356848,2.208232474,3.021208871,48000,-144000000,,,
1282,48000,54.91556689,-2.53192005,558000,366000,7.244960666,7.992524957,0.74756429,1.053468347,1.666367032,2.028985228,2.432749902,3.246496182,7.251727431,8.185277778,0.933550347,1.340769831,1.778483383,2.129454003,2.712043289,3.607257616,7.241593967,7.895914714,0.654320747,0.955106957,1.336484969,1.922041145,2.25763491,3.09450867,48000,-144000000,,,
1283,48000,54.91624232,-2.34473148,558000,378000,7.529190267,8.274701606,0.745511339,1.050105433,1.67994647,2.054092985,2.462695468,3.277470083,7.538294271,8.459265408,0.920971137,1.348875041,1.792247747,2.182376612,2.735587178,3.638572669,7.52702691,8.185251736,0.658224826,0.935855241,1.350518689,1.914966621,2.295830646,3.122993035,48000,-144000000,,,
1284,48000,54.91662981,-2.15753635,558000,390000,7.760476345,8.507002496,0.74652615,1.049253731,1.670502994,2.057375114,2.464951017,3.277118133,7.769971246,8.691040582,0.921069336,1.354807736,1.798329122,2.169386807,2.726843016,3.628638031,7.758733724,8.41836263,0.659628906,0.927048353,1.348083199,1.89385768,2.31753095,3.101686715,48000,-144000000,,,
1285,48000,54.91672908,-1.97033879,558000,402000,8.222179362,8.967310113,0.745130751,1.052980221,1.656266341,2.057639884,2.457100539,3.264726924,8.228166233,9.160512153,0.93234592,1.348325815,1.793195736,2.150082775,2.704567135,3.606511243,8.219036458,8.863264974,0.644228516,0.91629547,1.340545222,1.880402457,2.309518488,3.075514478,48000,-144000000,,,
1286,48000,54.91653983,-1.7831426,558000,414000,8.673934733,9.42007053,0.746135796,1.055078396,1.649929005,2.052465446,2.440996546,3.247867076,8.680632053,9.61906684,0.938434787,1.340373677,1.786753937,2.135275065,2.69699242,3.591492849,8.672009549,9.303263889,0.63125434,0.911551908,1.316653723,1.884899502,2.305742136,3.061574642,48000,-144000000,,,
